product_id,product_name,category,description,price,user_query,relevance_label
SCRAP_57567,D-Link,Offer_Mobile,D-Link DWR-M961,9,d-link,1
SCRAP_95240,DJEZZY : Forfait | 4G | Internet | Smartphones,Offer_Internet,DJEZZY : Forfait | 4G | Internet | Smartphones,0,portable gratuit,0
SCRAP_41541,EL DJAZIRA,Offer_Mobile,CAR MOUNTCHLD001 (DV),850,el djazira,1
SCRAP_52063,EL DJAZIRA,Offer_Mobile,CULD010 TYPE C,550,el djaziar,1
SCRAP_46031,Revaleo,Offer_Mobile,RCB-003 MICRO USB,500,sim france,0
SCRAP_12630,D-Tech,Offer_Mobile,Tablette D-Tech 7’’,13,d-tec,1
SCRAP_42296,HOCO,Offer_Mobile,C101A TYPE-C TO IP,2,hooc,1
SCRAP_57567,D-Link,Offer_Mobile,D-Link DWR-M961,9,line,1
SCRAP_66929,Revaleo,Offer_Mobile,RTC-003 3USB MICRO USB,1,revaleo,1
SCRAP_49045,A PROPOS DE DJEZZY,Offer_Mobile,A PROPOS DE DJEZZY,0,lign gratuit,1
SCRAP_52518,HOCO,Offer_Mobile,METAL HOLDER CA56,1,line,1
SCRAP_78684,Forfaits Roaming Espagne,Offer_Mobile,Forfaits Roaming Espagne,0,promo,1
SCRAP_48485,HOCO,Offer_Mobile,ECOUTEUR EW39,5,sim 5 da,1
SCRAP_32046,OFFRE HADJ et OMRA,Offer_Mobile,OFFRE HADJ et OMRA,0,d-link,0
SCRAP_24402,EL DJAZIRA,Offer_Mobile,CULD 004 S MICRO USB,600,pormo,1
SCRAP_68388,D-Link,Offer_Mobile,D-Link DWR-M920/B1,8,abannement,1
SCRAP_93609,HOCO,Offer_Mobile,CABLE BX54 TYPE-C,399,hoco,1
SCRAP_29435,Revaleo,Offer_Mobile,TK80 QC3 MICRO USB,800,revaleo,1
SCRAP_22991,HOCO,Offer_Mobile,Single Port C81A TYPE-C,850,lign 850,1
SCRAP_28336,HOCO,Offer_Mobile,ES51 Era sport earphone,3,hoco,1
SCRAP_87450,TCL,Offer_Mobile,TCL HH40L1,8,promo tcl,1
SCRAP_12630,D-Tech,Offer_Mobile,Tablette D-Tech 7’’,13,ffre 13,1
SCRAP_83383,EL DJAZIRA,Offer_Mobile,FCLD012 TYPE C,1,lign djazira,1
HW_MODEM,Modem 4G Djezzy,Router,Routeur Wifi sans fil haut débit pour la maison,6000,wifi maison,1
