product_id,product_name,category,description,price,user_query,relevance_label
LEG_2500,Djezzy Legend 2500,Mobile,Tout illimité vers Djezzy + 300Go + International,2500,tcheter Djezzy Legend 2500,1
LEG_2500,Djezzy Legend 2500,Mobile,Tout illimité vers Djezzy + 300Go + International,2500,عروض ليجد,1
INT_JOUR,Pack Internet Jour,Internet,Connexion journalière 1Go,100,إنترنت 100,1
SRV_FLEXY,Flexy / Recharge,Service,Rechargement de crédit instantané,100,flexy / recharge,1
BOX_TWIN,Djezzy TwinBox,Maison,Box 4G + Android TV + Abonnement TOD,12900,acheter Modem Djzzy 4G,0
INT_MOIS,Pack Internet 60Go,Internet,Forfait internet mensuel grand volume,2000,Hayla Bezzef 500,0
BOX_TWIN,Djezzy TwinBox,Maison,Box 4G + Android TV + Abonnement TOD,12900,Djezzy TwinBx,1
MODEM_4G,Modem Djezzy 4G,Maison,Routeur Wifi sans fil haut débit,6000,modem djezzy 4g,1
LEG_2000,Djezzy Legend 2000,Mobile,Appels illimités + 70Go internet + 5000DA crédit,2000,appels gratuits tout le temps,1
SRV_ANG,Anghami Plus,Service,Streaming musical illimité sans pub,0,anghami plus,1
BOX_TWIN,Djezzy TwinBox,Maison,Box 4G + Android TV + Abonnement TOD,12900,service 100 da,0
SRV_FLEXY,Flexy / Recharge,Service,Rechargement de crédit instantané,100,flexyp/ recharge,1
HAY_1500,Hayla Bezzef 1500,Mobile,Offre mensuelle hybride data et voix,1500,Hayla Bezzef 1500,1
SRV_ANG,Anghami Plus,Service,Streaming musical illimité sans pub,0,Anghami Plus,1
LEG_2000,Djezzy Legend 2000,Mobile,Appels illimités + 70Go internet + 5000DA crédit,2000,djezzy legend2 000,1
SRV_FLEXY,Flexy / Recharge,Service,Rechargement de crédit instantané,100,فليكسي / recharge,1
MODEM_4G,Modem Djezzy 4G,Maison,Routeur Wifi sans fil haut débit,6000,acheter Modem Djezzy 4G,1
HAY_1500,Hayla Bezzef 1500,Mobile,Offre mensuelle hybride data et voix,1500,hayal bezzef 1500,1
LEG_2500,Djezzy Legend 2500,Mobile,Tout illimité vers Djezzy + 300Go + International,2500,jezzy legerde 2500,1
LEG_2500,Djezzy Legend 2500,Mobile,Tout illimité vers Djezzy + 300Go + International,2500,djezzy legend 2500,1
SRV_FLEXY,Flexy / Recharge,Service,Rechargement de crédit instantané,100,felxy / recharge,1
SRV_FLEXY,Flexy / Recharge,Service,Rechargement de crédit instantané,100,عتبئة رصيد,1
INT_JOUR,Pack Internet Jour,Internet,Connexion journalière 1Go,100,pack data jour,1
LEG_2000,Djezzy Legend 2000,Mobile,Appels illimités + 70Go internet + 5000DA crédit,2000,mtbile 2000 da,1
LEG_2000,Djezzy Legend 2000,Mobile,Appels illimités + 70Go internet + 5000DA crédit,2000,mobile 200u da,1
HAY_1500,Hayla Bezzef 1500,Mobile,Offre mensuelle hybride data et voix,1500,Hayla Bezzef 1500,1
HAY_1500,Hayla Bezzef 1500,Mobile,Offre mensuelle hybride data et voix,1500,achetertHayla Bezzef 1500,1
SRV_ANG,Anghami Plus,Service,Streaming musical illimité sans pub,0,anghami plus,1
SRV_FLEXY,Flexy / Recharge,Service,Rechargement de crédit instantané,100,service 100 da,1
